location_country_code,location_region,location_city,fundedorg_name,fundedorg_description,fundedorg_short_description,fundedorg_categories,fundedorg_category_groups,fundedorg_permalink,announced_on,funding_type,series,money_raised_usd,n_investors,investor_name,investor_type,investor_investor_type,investor_description,investor_short_description,uuid,Year,Month
China,Jiangsu,Nanjing,BYTON,"BYTON turns cars into a next-generation smart device.

At BYTON automobiles and digital literacy are equally at home with each other. As a start-up, the company creates an environment for free thinking and action. Moreover, the company aims to become a global pioneer in the coming era of connected mobility by designing our cars as a fully connected smart device on wheels.

",BYTON operates as an electric vehicle company that designs cars as a fully connected smart device on wheels.,"'Autonomous Vehicles', 'Electric Vehicle', 'Automotive', 'Manufacturing'","'Transportation', 'Transportation', 'Transportation', 'Manufacturing'",byton,2018-06-11,venture,B,500000000.0,3.0,0,0,0,0,0,375180acb7ca43689160e25ba311d57b,2018,6
Canada,Ontario,Toronto,GoParkr,"GoParkr helps drivers connect with parking spaces effortlessly with real-time pricing and spaces availability. Find, reserve, and compare parking spaces at events, downtown, condominiums, hotels, commercial parking garages, airports, or subway stations, hospitals, or universities around the city. Our goal is to improve mobility for everyone through a fully digitized parking process streamlined for drivers, owners, and operators.

In the wake of continuing urbanization and congestion, GoParkr recognizes that this as a problem for future growth. We would like to better improve our solution as traffic and parking become increasingly difficult to manage. With technologies such as autonomous vehicles becoming more prominent in our everyday lives, it is inevitable that the entire parking industry is on the brink of a disruption. 

The GoParkr mobile application securely connects drivers to private and commercial parking spaces. GoParkr focuses on optimizing parking space and connecting the dots in the entire parking process. Parking should be a harmony involving in-car mobile platform for the drivers and big data analytics for the parking spaces, creating seemingly frictionless parking.

GoParkr.com
We Deliver.
",Intelligent Shared Parking Solution For Smart Cities,"'Autonomous Vehicles', 'Mapping Services', 'Mobile Apps', 'Sharing Economy', 'Navigation', 'Parking'","'Transportation', 'Navigation and Mapping', 'Apps', 'Mobile', 'Software', 'Navigation and Mapping', 'Transportation'",goparkr,2018-06-10,non_equity_assistance,0,0.0,1.0,0,0,0,0,0,29ac0313cb284edfbc06179e66a65f9e,2018,6
Israel,Tel Aviv,Tel Aviv-yafo,Aurora Labs,"Aurora Labs is focused on detecting and fixing SW bugs using proprietary machine learning, root cause analysis, and remote inspection tools, and closing the loop with OTA delta compression installer for 8-64 bit architecture, Linux, and AutoSar OS.

Founded in 2016, Aurora Labs offers a self-healing platform for connected vehicle software, with an advanced Predictive Maintenance Solution to future-proof connected and autonomous cars. 
Aurora Labs’ machine learning algorithms uniquely address all three stages of vehicle maintenance:

The platform detects faults in the software behavior and predicts downtime events;

To guarantee a seamless user experience, the platform fixes errors in the electronic control unit (ECU) software on the go;

And finally, Aurora Labs’ vendor-verified clientless, fastest and most cost-effective OTA update solution enables ECU updates with zero downtime and without requiring dual memory.",Aurora Labs offers a self-healing platform for connected vehicle software.,"'Autonomous Vehicles', 'Predictive Analytics', 'Machine Learning', 'Automotive', 'Developer Tools'","'Transportation', 'Artificial Intelligence', 'Data and Analytics', 'Software', 'Artificial Intelligence', 'Data and Analytics', 'Software', 'Transportation', 'Software'",aurora-labs,2018-06-07,venture,A,0.0,1.0,0,0,0,0,0,43ed4b66fac7407a8a48af322e7eb07b,2018,6
United Kingdom,"Bristol, City of",Bristol,Vehicle Preparation Services,"Vehicle Preparation Services Ltd (VPS) has been supplying skilled technicians throughout the automotive industry for many years and are now a leading contract supplier.
Specialising in the automotive sector, VPS has considerable experience and knowledge in the supply of staff and one of the company's core aims remains the provision of high quality personnel and services at very competitive rates.
VPS recognises the demanding challenges within the automotive industry and the necessity to actively respond to customers requirements and over the years, the company has established a comprehensive database of records which includes previous history of a technician's duties, qualifications, skills, achievements, licences, unique talents and abilities. Benefitting from these details, their company therefore can rapidly find the precise person for the position available.

Quality is paramount in the motor industry and VPS prides itself on ensuring that all staff supplied work to a very high standard. VPS is also committed to a robust technician training and improvement programme and in conjunction with its customers, it can assist technicians to further their product knowledge by enrolling them in manufacturers' training programmes.
VPS is proud of the quality levels achieved by its staff, constantly achieving over 99% Right First Time on enhancement fitments whilst the company continues to find more ways to improve its products and services.",Vehicle Preparation Services Ltd (VPS) has been supplying skilled technicians throughout the automotive industry,"'Autonomous Vehicles', 'Service Industry', 'Automotive'","'Transportation', 'Transportation'",vehicle-preparation-services,2018-06-06,equity_crowdfunding,0,1143246.0,1.0,0,0,0,0,0,1ac448f7b27e42e1bca53104483c3894,2018,6
China,Beijing,Beijing,Mocar,Mocar is China based car maintenance startup company. Mocar sends out mechanics to do light repairs and thorough maintenance in three Chinese cities. The startup is looking into offline partnerships with auto repair shops in order to cover weightier repairs as well.,Mocar is a chinese based Car maintenance startup company,"'Autonomous Vehicles', 'Recreational Vehicles', 'Automotive'","'Transportation', 'Transportation', 'Transportation'",mocar,2018-06-04,venture,0,0.0,1.0,China Merchants Capital,Organization,venture_capital,"Headquatered in both Shenzhen and Hong Kong, China Merchants Capital Management Co., Ltd (""CMC"") was founded in 2012 with registered capital of $160 Million (USD, hereinafter). As the subsidiary of China Merchants Group (""CM Group""), CMC is the investment management platform of it, specializing in alternative investments and management. CMC actively explores opportunities in capital markets to cultivate new industries. At the same time, CMC also integrates internal recourses within in CM Group, seeking synergies between financial sector and other sectors. As of the end of 2014, total AUM of CMC is about $3 Billion.


CMC predominantly invests in opportunities within Chinese SOEs restructuring, industrial upgrading, and new urbanization, seeking cooperation opportunities in the following sectors: infrastructure, medical & pharmaceutical, financial services, real estate, high-tech, agriculture & foods, media, equipment machinery, mining, energy, etc.","China Merchants Capital Management Co., LTD. is a principal investment firm based in Shenzhen, China.",ea9a14067eca4f378778cfbe9d25d03e,2018,6
South Korea,Kwangju-jikhalsi,Gwangju,SOS Lab,"SOS Lab. has various technologies in optical sensors and actuators and is currently focusing on developing optical

measurement sensors based on LiDAR technologies for self-driving cars, drones, and AGVs.",LiDAR Sensor Development,"'Autonomous Vehicles', 'Sensor', 'Drones', 'Security', 'Automotive', 'Industrial Automation'","'Transportation', 'Hardware', 'Consumer Electronics', 'Consumer Goods', 'Hardware', 'Privacy and Security', 'Transportation', 'Manufacturing', 'Science and Engineering'",sos-lab,2018-06-01,venture,A,0.0,0.0,0,0,0,0,0,cc679c9a60a349b1a8481f0ef5df17cd,2018,6
United States,California,Menlo Park,"area17, Inc.","Autonomous navigation and collision avoidance systems for machines.

Leveraging technology originally developed by SRI International for the Department of Defense, their software provides robust navigation information to machines, allowing them to operate collision-free in unstructured, GPS-denied indoor, urban, and harsh environments with no operator supervision.

Their team consists of experts in computer vision, robotics, and consumer electronics from Google, SRI International, GRASP Lab, HP and Skype with decades of combined experience on robotic projects for commercial and government agencies worldwide, including DARPA, IARPA and the US DoD.",Autonomous navigation and collision avoidance systems for machines.,"'Autonomous Vehicles', 'Drones', 'Navigation', 'Robotics'","'Transportation', 'Consumer Electronics', 'Consumer Goods', 'Hardware', 'Navigation and Mapping', 'Hardware', 'Science and Engineering', 'Software'",area17-inc,2018-06-01,seed,0,0.0,1.0,0,0,0,0,0,310041e8162d46fdae79505ca1790d5a,2018,6
United Kingdom,England,London,Albora Technologies,"Albora Technologies develops next-generation navigation technologies for autonomous vehicles, drones, and UAVs.

Founded in 2017, the company is headquartered in London, England, United Kingdom.","Albora Technologies develops next-generation enabling technologies for Connected Autonomous Vehicles, drones, IoT.","'Autonomous Vehicles', 'Drones', 'Navigation', 'Software'","'Transportation', 'Consumer Electronics', 'Consumer Goods', 'Hardware', 'Navigation and Mapping', 'Software'",alboratechnologies-limited,2018-06-01,undisclosed,0,0.0,0.0,0,0,0,0,0,1089beff7c0d4f5cb83b115df032d029,2018,6
United States,California,San Francisco,Cruise Automation,"Cruise, a subsidiary of General Motors, is a developer of driverless vehicles.

Cruise is developing autonomous technology capable of handling challenging aspects of city driving. Its fleet of Chevrolet Bolt EVs is deployed on busy San Francisco streets testing the future of mobility.",Cruise Automation is a self-driving car company that develops an autopilot system for existing cars.,"'Autonomous Vehicles', 'Sensor', 'Robotics', 'Transportation', 'Automotive'","'Transportation', 'Hardware', 'Hardware', 'Science and Engineering', 'Software', 'Transportation', 'Transportation'",cruise,2018-05-31,corporate_round,0,3350000000.0,2.0,SoftBank,Organization,investment_bank,"SoftBank is a multinational telecommunications and internet corporation focused on broadband, fixed-line telecommunications, e-commerce, internet, technology services, finance, media and marketing, and other businesses. The company operates through four major segments.


The mobile communications segment provides mobile communications services; produces and distributes online games for smartphones and other devices; offers mobile broadband services; provides supply chain solutions, handset protection, and insurance, buy-back and trade-in services, omni-channel solutions, and financial services; and sells mobile devices such as iPhones, iPads, and SoftBank smartphones. The sprint segment offers mobile and fixed-line voice and data transmission services for individual consumers, businesses, government subscribers, and resellers in Puerto Rico and the U.S., and sells mobile devices and accessories. The fixed-line telecommunications segment offers telecom services such as fixed-line telephone and data communications services to corporate customers; and broadband services to individual customers. The internet segment is engaged in the operation of the Yahoo! JAPAN portal; sale of internet advertising; operation of e-commerce sites; provision of membership services; sale and marketing of data centers; provision of online automobile-related information; and operation of the internet affiliate system. 


SoftBank also generates and sells electricity from renewable energy sources; provides payment processing, invoice collections, and computation services for businesses; distributes video, voice, and data content via media; operates IT information site ITmedia; provides solutions and services for online businesses; and operates online games and software downloads. Additionally, it is involved in the ownership of professional baseball team; operation of baseball games; management and maintenance of baseball stadium and other sports facilities; and procurement of funds by issuing preferred securities. 


SoftBank was established by Masayoshi Son in September 1981 and is headquartered in Tokyo, Japan.","SoftBank provides fixed line, mobile telephony, internet, telecommunications, and digital television products.",2c392063c23b4af6a0b719a9f4c94999,2018,5
United States,Massachusetts,Cambridge,Superpedestrian,"Superpedestrian brings together a team of designers and robotics engineers with one vision: transforming urban mobility. Our first product? Pedal power. With an exclusive license to MIT’s Copenhagen Wheel, we are bringing the bike revolution to your streets. The Copenhagen Wheel is a semi-autonomous vehicle condensed into a single red Wheel. It transforms almost any bike quickly and easily by replacing the rear wheel with a Copenhagen Wheel. The Wheel learns how a rider pedals and integrates organically with hi or her motion. It also provides a wealth of data to enhance cycling, from physical wellness to safety. The Copenhagen Wheel is now in mass production, and shipping in volume. Superpedestrian operates out of Cambridge, Massachusetts. It was founded in late 2012 by a co-inventor of the Copenhagen Wheel, and is backed by tier-one venture capital investors.",Superpedestrian is a venture-backed company developing lightweight electric vehicles with integrated online platforms.,"'Autonomous Vehicles', 'Consumer', 'Automotive', 'Hardware'","'Transportation', 'Transportation', 'Hardware'",superpedestrian,2018-05-23,venture,B,16500000.0,4.0,0,0,0,0,0,ba0ddbe67587469f84300e023fbc8ff1,2018,5
China,Guangdong,Shenzhen,Roadstar.ai,"Roadstar.ai is a Silicon Valley and Shenzhen based startup founded by robotics and machine learning veterans out of Google, Tesla, Nvidia, Apple, and Baidu. They are empowering cars and trucks with artificial intelligence, so as to make transportation safer, more enjoyable, more efficient, and available to everyone.
","Roadstar.ai empowers cars and trucks with artificial intelligence, so as to make transportation safer, more enjoyable, more efficient.","'Autonomous Vehicles', 'Robotics', 'Internet of Things'","'Transportation', 'Hardware', 'Science and Engineering', 'Software', 'Internet Services'",roadstar-ai,2018-05-15,venture,A,128000000.0,5.0,Wu Capital,Organization,family_investment_office,0,"Wu Capital, a Beijing-based family office for Longfor Properties.",7dc7e28525434595a4746e83b491ab4d,2018,5
United Kingdom,"Bristol, City of",Bristol,Rovco,0,"3D vision and artificial intelligence applied to subsea robotics, ROV and AUV","'Autonomous Vehicles', 'Drones', 'Artificial Intelligence', 'Robotics'","'Transportation', 'Consumer Electronics', 'Consumer Goods', 'Hardware', 'Artificial Intelligence', 'Data and Analytics', 'Science and Engineering', 'Software', 'Hardware', 'Science and Engineering', 'Software'",rovco,2018-05-14,seed,0,1627390.0,3.0,0,0,0,0,0,bd15b9b2657649b3bf0797c09332e831,2018,5
United States,Pennsylvania,Pittsburgh,"RoadBotics, Inc.","RoadBotics monitors and manages our world’s roadways by identifying and rating a wide array of important roadway features and conditions, including cracks, potholes, signage and other characteristics. Our AI technology was developed at the Carnegie Mellon University Robotics Institute with the explicit goal of providing efficient and cost-effective roadway transparency to those responsible for roadway infrastructure. Our technology turns any smartphone and car, truck or bike into a sophisticated, mobile sensor. 

With our tool, anyone can download our app to their smartphone and simply attach their phone to a dash mount, giving the phone’s camera a full view of the road ahead. The data is automatically uploaded to our AI-driven cloud platform to be analyzed. The video data, along with the smartphone’s other sensor capabilities, allow us to precisely calculate a wide variety of vital and established roadway metrics. The RoadBotics ‘red, yellow, green’ web accessible visualization map gives roadway managers a comprehensive and near real-time status of their roads, streets, bike paths, walkways and bridges.   ",RoadBotics is AI technology that monitors and manages roadways around the world.,"'Autonomous Vehicles', 'Mapping Services', 'Artificial Intelligence', 'Machine Learning', 'Transportation', 'Infrastructure', 'Apps', 'Internet of Things', 'Public Transportation', 'SaaS'","'Transportation', 'Navigation and Mapping', 'Artificial Intelligence', 'Data and Analytics', 'Science and Engineering', 'Software', 'Artificial Intelligence', 'Data and Analytics', 'Software', 'Transportation', 'Apps', 'Software', 'Internet Services', 'Transportation', 'Software'",roadbotics-inc,2018-05-07,seed,0,0.0,3.0,0,0,0,0,0,e53f31b534e14139b811d4b8b2569948,2018,5
Switzerland,Vaud,Ecublens,Fastree3D,"Fastree3D imaging sensors help recognize and measure distance to fast moving objects in real-time, enabling driving assistance or autonomous navigation.  
Fastree3D SA is a fabless semiconductor company, spin-off from EPFL Lausanne, Switzerland founded in September 2013 (UID CHE-291.330.490). The company subsidiary Fastree3D B.V. performs research with TU-Delft, Netherlands (KvK 58866973).","Fastree3D imaging sensors help recognize and measure distance to fast moving objects in real-time, enabling automotive safety.","'Autonomous Vehicles', 'Robotics', '3D Technology', 'Computer Vision', 'Automotive'","'Transportation', 'Hardware', 'Science and Engineering', 'Software', 'Hardware', 'Software', 'Hardware', 'Software', 'Transportation'",fastree3d,2018-05-03,venture,A,0.0,1.0,0,0,0,0,0,4a1947ce4cde4ff3b89b2827ac50a653,2018,5
United States,Oregon,Portland,CARFIT,"CARFIT is a self-diagnostic & predictive maintenance platform in the connected car space that provides the dealers/service companies with customized lead generation and car owners with individualized predictive maintenance info on their car. CARFIT blends NVH Noise, Vibration, and Harshness automotive science with artificial intelligence to create the most comprehensive library on car's vibrations.",CARFIT leverages car's vibrations with data science to anticipate maintenance needs,"'Autonomous Vehicles', 'Database', 'Big Data', 'Automotive', 'Internet of Things', 'Information Technology'","'Transportation', 'Data and Analytics', 'Software', 'Data and Analytics', 'Transportation', 'Internet Services', 'Information Technology'",carfit,2018-05-02,seed,0,0.0,1.0,0,0,0,0,0,cc12a0fa933549c49c9e84c5b0f44de9,2018,5
Israel,Tel Aviv,Tel Aviv,NoTraffic,"NoTraffic is a traffic management platform that optimizes traffic lights in real-time based on smart sensors and prepares the road infrastructure for the connected and autonomous era. 
The platform is powered by an integration of data from proprietary computer vision algorithms and data collected through vehicle-to-infrastructure communication (V2I).
Advanced artificial intelligence (AI) algorithms identify and track all road users, including pedestrians, and optimize the traffic signals while considering nearby intersection traffic.
The system enables cities to implement their traffic policy in a seamless way and operates autonomously in order to maximize traffic flow, reduce congestion, prioritize different types of vehicles, and prevent accidents.
",Traffic management platform based on smart sensors which prepares the road infrastructure for the connected and autonomous era.,"'Smart Cities', 'Autonomous Vehicles', 'Sensor', 'Railroad', 'Artificial Intelligence', 'Transportation', 'Public Safety', 'Internet'","'Real Estate', 'Transportation', 'Hardware', 'Transportation', 'Artificial Intelligence', 'Data and Analytics', 'Science and Engineering', 'Software', 'Transportation', 'Government and Military', 'Internet Services'",notraffic,2018-05-01,seed,0,3200000.0,0.0,0,0,0,0,0,ece8896e3f414a8cb262403b431b710d,2018,5
United States,California,San Jose,XOTAR,"XOTAR is focused on delivering trustworthy AI for autonomous robots. The company is developing a full stack integrated software and hardware platform for Autonomous Robots in the form of a reference architecture consisting of a cloud-based simulator and distributed, embedded sensing and control system (super-controller). The reference architecture approach is designed to coordinate value in the industrial ecosystem (sensor, actuator and vehicle manufacturers). XOTAR has a rigorous and transparent approach to functional specification, training, verification and testing of the cognitive and perceptual functionalities required for safety critical autonomous systems. 

Trustworthy autonomous systems require advanced knowledge of environments in which the robot performs missions (including static and dynamic interactions), in addition to human defined directives for performing. Ultimately the robots need to be trained to perform in a trustworthy manner and learning involves risks that are unacceptable since an element of exploration is required. Simulation is a means to provide the ability to learn optimal and safe behaviors/skills without threatening the environment or people, animals etc. Modelling simulations with the fidelity of real environments is difficult however. XOTAR addresses this by a technology that reconstructs natural environments in a synthetic representation. Our goal is to achieve a synthetic representation of typical environments that the control software cannot distinguish from natural environments. 

This achievement will allow massive simulation and training while also ensuring that the skills acquired will apply to the real world. The promise is safer, higher competence, verified perception, reasoning and motor skills. According to XOTAR's approach, simulation will be used extensively before real-world testing/validation/verification is performed with its associated risks to life.",Domain Specific ProcessingTechnology for Autonomous Robots/Vehicles,"'Autonomous Vehicles', 'Embedded Systems', 'Drones', 'Artificial Intelligence', 'Robotics', 'Computer Vision', 'Automotive'","'Transportation', 'Hardware', 'Science and Engineering', 'Software', 'Consumer Electronics', 'Consumer Goods', 'Hardware', 'Artificial Intelligence', 'Data and Analytics', 'Science and Engineering', 'Software', 'Hardware', 'Science and Engineering', 'Software', 'Hardware', 'Software', 'Transportation'",xotar,2018-05-01,seed,0,0.0,0.0,0,0,0,0,0,a479795ee94e44ceba99c2d2f1fa4e7e,2018,5
Germany,Berlin,Berlin,Teraki,"Teraki's software solution works as an enabler for connected car, telematics and autonomous car applications. It is a solution which goes beyond data compression and is uniquely adapted to applications such as predictive maintenance, UBI and telematics which were not possible before.","Teraki offers AI software that enables automotive Insurance, Predictive Maintenance, Fleet Management and AD applications.","'Autonomous Vehicles', 'Automotive', 'B2B', 'Internet of Things', 'Information Technology'","'Transportation', 'Transportation', 'Internet Services', 'Information Technology'",teraki,2018-05-01,seed,0,0.0,0.0,0,0,0,0,0,9147b40dd1b049ada92e6eab5c952667,2018,5
United States,California,Palo Alto,Parallel Domain,"Parallel Domain is a leading provider of 3D environment generation software for autonomous vehicle simulation. Their groundbreaking content generation technology offers configurable, detailed, and massively scalable simulation environments. Whether you’re generating an entirely new city or tweaking the details on a single street corner, their systems will produce living worlds that have traditionally required extensive manual labor. Plug their content into your existing simulation solution and outdrive your competitor’s entire catalog overnight. Generate a new world and do it again tomorrow.",Parallel Domain provides 3D environment generation software for autonomous vehicle simulation.,"'Autonomous Vehicles', 'Simulation', '3D Technology'","'Transportation', 'Software', 'Hardware', 'Software'",parallel-domain,2018-05-01,seed,0,2940000.0,3.0,Costanoa Ventures,Organization,venture_capital,"Costanoa Ventures team has helped hundreds of startups go to market, achieve product-market-fit, and become successful. They focus on early-stage companies because it’s where they have the most impact. They invest mostly in SaaS infrastructure and marketplaces because we believe they change how business gets done.",Costanoa Ventures backs tenacious and thoughtful founders who change how business gets done.,6c1b6e0029ee4867afbc9625e65016b9,2018,5
